5000 10000
0 4381 3022
1 4018 4837
0 1727 4253
1 2641 1054
0 4599 2558
0 2633 1438
0 3741 1899
0 2842 881
0 3506 2471
0 931 3615
0 4096 1415
0 2301 3171
0 3651 4349
0 1526 142
0 2026 2170
0 4911 3319
0 1696 346
0 4399 3352
0 3267 567
0 2127 2628
0 781 3753
0 2476 3129
1 4380 905
0 3900 4071
0 2185 4145
1 1409 1060
0 3854 1163
1 4274 423
0 820 847
1 2077 833
1 1866 2805
0 2907 1813
0 1393 1811
0 2958 238
1 1448 606
0 519 1242
1 3015 4497
1 2841 2882
0 3918 2571
0 3972 2526
0 2421 2310
1 3604 207
1 4103 3965
0 2552 4868
1 460 3510
0 2956 4957
1 4896 1367
0 1254 44
0 1630 707
0 4062 1121
0 821 4738
0 2946 4078
1 4782 861
0 1839 1988
0 594 2452
0 653 2652
0 3983 2975
1 26 2738
0 4590 3493
0 3351 2326
0 2535 4626
0 1319 4445
0 2707 1385
0 3406 173
0 3784 4661
1 1864 2393
1 1635 3032
1 367 4845
0 4142 1908
0 1258 2631
1 3594 1099
0 4259 4209
0 2155 3913
0 653 3148
0 4214 3590
0 431 4432
1 891 1230
1 3876 2579
0 1765 1519
0 2581 2151
0 1664 2856
1 1203 925
0 4318 3608
0 1927 1213
1 3521 1818
0 2638 3514
1 1881 2680
0 4907 3291
0 4043 4780
0 3705 1283
0 4153 910
1 3073 1595
1 4383 3027
1 1912 281
0 4131 1320
0 4715 3120
1 3551 3469
1 3090 1820
0 3185 1948
0 4631 3002
0 1891 402
0 3245 2935
0 3087 1778
0 507 4799
0 1056 1559
1 3362 4313
0 3648 2036
1 1688 276
0 2237 4960
0 2347 1874
0 3582 1288
0 4826 1511
0 2601 1309
0 2521 1379
0 1586 133
0 3102 3964
0 4564 2904
1 1727 4253
0 3986 216
1 1273 3684
1 1439 2601
0 1638 213
0 3329 1422
1 3097 626
0 4458 3306
1 89 3219
0 1958 4900
1 1761 3054
0 971 1161
0 2797 3720
1 4658 4292
0 3156 1824
0 378 778
0 350 1499
0 2724 2260
0 2613 4117
0 4238 1350
0 3557 3394
1 283 1292
1 1687 3863
1 3427 2910
0 4210 648
0 4536 3022
0 3565 2955
1 3775 123
0 4537 4633
1 4215 3637
1 4426 2459
1 3991 1402
1 2968 2155
1 1909 3047
0 4256 3879
1 3536 461
1 3442 2420
0 3852 756
0 4709 1238
0 362 3559
1 1133 1835
0 4457 1019
0 4228 4037
1 600 1588
0 3685 259
0 2579 3986
1 3394 400
0 1678 1365
0 4907 4370
0 4051 3509
1 2417 1576
0 646 4040
1 4086 1282
0 4808 1194
0 4230 3240
0 4301 192
0 3151 4145
0 3296 2021
1 494 4767
0 2174 3090
0 2602 392
0 1605 4098
0 3131 417
1 4891 4731
1 3714 658
1 2906 1789
0 2241 3768
0 375 2866
0 4888 3177
1 3351 2326
0 475 3423
0 1893 3172
0 1331 3199
0 883 4854
0 2978 4784
0 2633 1399
0 1193 3722
0 1148 1746
1 1954 2187
1 792 2350
0 2409 2065
0 3857 1401
1 4704 139
0 642 4379
0 4357 3872
0 560 1189
1 1786 638
0 2499 3262
0 2292 4811
0 900 2472
0 2602 2141
0 4279 4703
0 4633 4616
0 3101 3348
0 1160 4582
0 54 3910
0 2624 4142
0 854 4521
0 4706 2093
1 1266 2099
1 4935 2719
1 3426 4226
0 4411 834
1 281 8
0 458 4376
0 1083 3433
0 337 532
1 1579 3026
0 2346 794
0 2785 1088
1 4078 3016
0 3255 3352
0 1279 4221
0 645 4667
0 4463 1893
0 4201 2827
1 4307 1022
0 1633 155
1 3898 4809
1 257 4847
0 270 1376
0 2926 1952
0 3101 3977
0 2492 4301
1 1744 4028
1 265 4925
1 1043 354
0 4633 82
1 1809 2915
1 3455 2069
0 3100 3282
1 1933 4288
1 375 2866
0 1303 2707
0 4582 3024
1 182 4372
1 229 895
0 4822 1397
1 4330 1067
0 2200 2912
0 1166 1880
1 4104 1666
0 3426 4690
0 953 2799
0 2347 973
0 2758 1861
1 932 2374
1 1696 346
1 4804 1426
1 513 2158
1 4997 4632
1 122 2591
0 3697 593
1 4265 575
0 4656 3165
0 4008 882
1 1417 4178
1 4778 3328
1 1043 3198
1 2964 2800
1 3417 1310
0 1180 1827
1 2997 2074
0 3648 4988
1 2633 244
0 793 3904
0 4864 4408
0 1157 3475
1 4588 974
0 4154 4225
0 516 28
0 99 4500
1 662 268
1 2033 32
0 3063 201
0 2395 1797
0 631 3431
0 1516 3091
0 4954 2349
1 3920 4040
1 1594 3517
1 2742 3345
1 1676 154
0 2768 2984
1 3565 3482
0 4136 3914
0 3847 365
1 3023 2012
0 2315 1942
0 3086 299
0 3688 1141
1 882 368
0 3212 4341
1 3921 4376
0 3009 465
0 2215 1561
1 3368 3496
0 1499 497
0 3901 3859
1 2593 1862
1 2871 4719
0 2934 3417
0 2772 4762
0 3323 2767
1 4652 1587
0 670 1963
0 2876 4677
1 854 4521
0 1960 442
1 1336 2902
0 4844 1943
1 3412 207
1 4969 3097
0 1999 2220
0 1849 1732
1 1056 1559
0 1425 4530
0 1682 3675
0 4063 273
0 4135 3930
0 4068 1632
0 4080 3061
0 1738 938
1 3475 1394
1 3852 756
0 3867 2715
0 49 2039
0 1561 1381
0 1135 448
1 1331 1459
0 4092 4168
0 4053 4717
0 2455 3500
0 36 1194
0 2803 2274
0 1799 3027
0 2216 3470
0 4396 3077
1 4445 104
1 2621 3561
0 662 3258
1 3101 3977
0 2023 360
1 4775 1880
0 3779 1589
0 4455 707
0 2189 4797
0 3237 4749
0 3066 3225
0 1007 2059
0 2601 3637
1 3735 55
0 3001 3428
1 2570 953
0 3874 4954
1 3584 3916
1 3093 1922
0 2351 440
0 1482 46
0 721 172
0 1916 195
0 4998 3738
0 2138 4981
1 2551 1146
0 879 282
0 1205 1816
0 374 4592
1 4706 4866
1 781 3753
0 3833 4744
0 2420 1603
0 1043 2540
0 451 2189
0 2599 2416
0 2194 3361
0 3220 2483
0 2266 3842
0 2807 1940
0 1489 419
0 4366 2566
1 476 2892
0 4073 1765
1 3343 4741
0 1628 2870
0 1333 1652
0 3954 4467
0 788 325
0 3460 4033
0 2264 755
0 2839 4971
0 1641 3213
1 4903 2952
0 4957 366
0 4766 878
0 2269 3989
0 4231 1643
1 2397 1414
0 2586 1558
0 636 2237
1 2030 4971
1 2854 4873
0 1793 3203
0 3774 292
1 884 3853
0 4829 1417
0 4827 1497
0 55 4247
0 1572 1397
1 1393 1811
1 3212 4341
1 45 1721
1 4109 3609
1 2081 1392
1 1993 1187
0 1294 2058
1 1993 2057
0 4558 2884
0 3200 2104
1 2134 1073
1 3815 345
0 2274 2214
0 2413 3844
0 871 113
1 3506 2471
1 3856 1499
0 4476 3635
0 3102 3537
0 2841 794
1 2633 1438
0 33 4851
0 1303 2109
1 2034 4636
1 4350 2981
0 3031 3499
0 3842 2778
1 37 4258
0 2308 467
0 4605 4378
1 3089 804
0 624 523
1 937 4076
0 677 3424
0 2185 3658
0 1953 2450
0 4219 949
0 565 260
1 2379 4804
0 704 4562
0 54 215
1 2569 4366
0 1890 4918
0 4076 2556
0 2644 2140
1 4008 1911
0 4914 1934
0 13 527
0 4185 198
0 653 4455
0 1827 4634
0 729 3395
1 999 719
0 2808 2747
0 2395 2661
0 388 1805
0 3946 1601
0 1866 3665
0 1698 3689
0 2831 791
0 2461 1306
0 286 1635
0 4132 2810
0 1799 440
0 42 436
0 2855 3133
0 4300 2159
1 2832 1412
0 2389 3099
0 2491 3986
0 3326 4888
1 899 2081
0 3729 4092
0 913 1314
0 1088 4107
1 2476 3129
0 155 4740
0 786 3099
1 3623 3442
1 1916 2408
1 4212 2621
1 337 532
0 4657 3853
0 381 729
0 2145 3371
0 4949 2180
1 1488 2036
0 2474 1089
0 4944 1483
0 4914 3103
0 2850 4086
0 4116 4092
0 1716 3140
0 4319 2041
0 2366 595
1 1288 657
1 721 3149
0 4343 78
1 4067 442
1 2196 654
0 4077 132
1 2578 3393
0 511 4580
1 464 4172
1 231 3060
1 3482 1966
1 358 1149
0 2052 394
0 2481 3797
0 2908 519
0 2013 4677
0 3970 501
0 4593 285
1 2424 860
1 2874 3456
0 2885 3028
1 2413 3844
0 4011 2306
0 3241 2153
0 2362 4339
0 2545 687
0 546 611
0 3146 3133
1 4047 3584
0 2536 3820
0 2768 4821
0 293 341
0 3675 1730
0 3724 1998
0 1655 1198
0 1361 2881
0 3403 3905
1 3165 1314
0 4382 524
0 2777 3630
1 1198 942
0 42 589
1 3567 3556
1 4110 4649
0 4115 4662
1 2098 4971
1 4839 119
0 547 1431
0 1249 3417
0 711 3117
0 1154 676
1 813 1590
0 2994 2941
0 4936 190
0 3571 4070
0 1691 3134
0 3688 2211
0 2149 4528
0 1574 4919
0 4425 3580
1 3487 1373
0 2600 4532
1 2997 1845
0 621 790
0 763 1425
0 2150 2959
1 1148 4745
0 186 2015
1 1907 3009
1 2480 4535
0 3748 3080
0 4095 2790
0 4047 4250
0 257 3038
0 2847 334
0 267 3169
1 1885 2858
0 1255 4711
1 1953 2450
0 4547 2003
0 4136 1076
0 3790 3576
1 1680 2939
1 4781 1682
0 2081 1963
0 393 1526
0 622 3361
1 782 719
1 4754 3442
0 4771 1608
1 4523 56
0 2299 231
0 3018 1230
0 1932 496
0 2001 1653
0 2127 768
0 728 899
1 4178 4274
1 4633 4616
1 788 325
0 3211 1584
1 100 2433
1 742 2447
0 4288 4263
0 3507 3082
1 623 4012
0 2929 3269
0 1356 2521
0 800 4222
0 239 2181
1 752 49
0 342 1467
0 911 4133
0 1659 4370
1 3245 2935
1 429 194
0 3501 673
0 14 4521
0 4134 1637
0 1838 2530
0 2064 2001
0 2254 3819
0 69 2159
0 4655 1974
0 1011 2535
1 4882 1676
0 2040 1917
1 27 338
1 3389 3967
0 1559 2503
0 1527 1806
0 831 1597
0 55 296
1 699 300
0 1856 2825
1 2504 3786
1 3152 3490
0 2686 1753
0 1648 185
0 850 1967
0 2399 2549
1 4995 4085
0 1345 1962
0 1780 3157
0 2964 1353
1 3784 4661
1 4131 1320
0 1757 1394
0 3506 4176
1 4813 2876
1 1567 2285
1 4328 3533
0 262 887
0 4741 1118
0 611 3391
0 2233 277
0 618 2710
0 3856 463
0 3895 3708
0 154 1462
0 2315 1876
0 3639 2356
1 2600 4532
0 2414 1320
0 4096 3444
0 2331 1992
0 2137 936
0 4612 4696
0 4884 2354
1 1101 2867
1 4867 3943
0 1969 1411
0 2602 2539
0 3787 3835
0 948 2245
0 2812 1382
0 1169 3695
0 2294 1260
1 1997 4511
0 1440 101
0 4756 903
1 1870 599
0 1457 3210
0 1350 522
0 21 3871
0 3424 1856
1 684 1724
1 904 2372
0 4403 1247
0 4899 4514
1 1425 4530
1 3637 2874
1 2729 4705
0 2881 3389
0 3705 3475
0 1533 3443
0 645 3517
1 1130 4249
0 2995 426
0 2340 347
0 4841 2369
0 4378 4588
0 1801 1072
0 56 306
0 82 3700
0 4733 1976
0 2460 2082
0 1415 3222
1 4425 3580
1 4630 626
0 527 180
1 3651 4349
1 13 1502
0 1239 612
0 94 1931
1 3501 1759
1 132 3134
0 2074 1906
0 2225 1771
0 3503 4593
1 3415 3207
0 482 404
1 1453 395
0 580 2816
0 289 2372
0 4167 462
0 2166 2290
1 3810 3962
1 1303 2707
0 4472 488
0 2058 1051
0 2443 4816
0 4145 3232
0 3876 4087
0 3026 3030
1 547 1431
0 4969 999
0 676 4598
1 589 3183
0 1094 4246
0 2101 2466
0 4217 2973
0 3084 3687
0 484 2261
0 3525 4745
1 1799 3027
0 1635 2272
1 663 814
0 3452 105
1 3018 1230
1 989 4099
1 3288 972
0 4704 4880
0 1824 517
0 3032 724
1 362 2592
0 535 1454
1 3020 1879
0 3917 1194
1 4626 3112
0 4258 3961
1 755 4599
1 1125 3223
0 652 1844
0 686 3083
1 1504 215
1 2648 213
0 539 3118
1 953 2760
0 3601 4627
0 1032 3208
0 708 2082
0 1328 2570
1 4692 494
1 3833 4744
0 2180 4798
1 1641 3803
0 3604 756
0 1258 223
0 4223 4963
1 1071 621
0 926 835
1 2221 4887
0 4220 940
0 2824 2841
0 3862 367
1 2943 3792
0 2814 3378
0 1881 4718
0 2950 4079
0 968 1608
0 2682 4188
0 4403 734
1 4136 3914
1 3547 295
0 2097 2766
1 4756 903
0 729 384
0 1673 4656
0 4593 2064
0 1740 1404
0 4436 2977
0 2102 2393
0 3978 4492
0 4972 1125
0 474 4520
0 941 1107
0 245 1194
0 4034 3074
1 2410 4123
0 992 3892
0 149 4558
1 2784 4356
0 2651 4646
0 403 4545
0 3016 829
0 4576 695
0 1638 3872
0 116 802
0 3387 3875
0 4009 1227
0 2835 3239
1 2347 1874
1 1154 3684
0 2794 1849
0 4615 1176
0 4368 2556
1 4455 873
0 561 4628
1 3064 2173
0 3214 4693
0 3489 3835
0 3580 2409
0 3346 2389
0 2651 3876
0 1 4389
0 1095 1209
1 3546 451
0 834 1529
0 2289 3791
0 3265 787
0 778 1110
0 2586 296
0 163 2864
0 2619 1336
1 4440 3386
0 1406 1250
1 4737 3364
0 4974 3677
0 2743 76
0 1195 2398
1 1109 804
0 1934 4710
0 682 3724
0 2863 336
1 2664 680
1 1713 2774
0 4869 1082
1 313 1537
1 3097 1748
0 591 1326
1 4022 167
0 4230 2320
1 3584 2271
0 574 4857
0 4473 456
1 4231 1643
0 1617 806
0 741 1729
0 2444 2224
1 4473 456
1 1605 4098
0 3377 540
0 4552 2708
0 124 406
1 3468 886
0 1078 222
0 1083 1228
0 4162 2390
0 2315 1198
0 3670 2862
0 3350 1294
0 4829 3344
1 400 1419
0 2915 2975
0 4963 2735
1 1468 127
0 3617 4706
1 3483 1921
1 3171 579
1 885 3137
0 4993 1257
0 4827 4726
1 3150 2553
0 1928 3168
0 3542 2886
0 590 2516
0 3851 3754
0 4970 2197
0 4920 3064
0 1758 4054
1 3683 1665
0 3113 1903
0 4241 3047
0 968 545
0 1841 1580
1 3390 2583
0 2291 4080
0 34 2845
0 266 2114
0 598 4858
1 451 2024
0 125 2269
1 2106 197
0 4703 3166
0 825 1892
1 2157 2119
0 3470 4094
0 3638 767
1 2177 4776
0 4449 982
0 2613 475
1 1254 44
0 722 3909
1 4844 1943
1 4345 1366
0 3472 17
0 798 2351
1 263 852
0 1868 4202
0 1447 4943
0 2336 4562
0 903 3874
0 2111 3902
0 3444 4050
0 2394 4254
0 3214 701
0 4924 763
1 4489 2094
0 2311 3299
0 1153 3906
0 2573 1670
0 2225 1072
0 4284 2314
1 3267 567
0 266 4826
0 1202 3862
1 569 1331
0 546 750
0 1088 3869
1 876 883
0 4414 4822
0 1541 3940
0 3136 1088
0 4106 805
1 3919 1633
1 922 4457
1 2499 3262
0 3414 4850
1 2485 2692
0 2224 1353
1 4553 3294
0 3927 4234
0 131 1669
1 2964 1353
0 2 461
1 2783 4418
0 1293 3732
1 3266 3673
0 1022 1730
0 3447 2212
0 3426 4796
1 3015 1692
0 2861 1693
1 4297 4504
1 4300 2159
0 735 3840
0 4514 333
1 837 3039
0 2171 4879
0 3733 3171
0 1014 4373
0 2139 4336
1 4451 1740
0 3456 3097
1 1884 766
1 1091 3555
0 2786 2069
0 3560 4323
1 2546 3298
0 1460 26
0 2289 4281
1 3121 4147
0 2875 806
0 1899 473
0 2122 2561
0 2406 533
0 2040 480
0 3348 4885
0 303 911
0 1898 1867
0 1959 311
1 1839 3188
1 2642 3557
0 434 234
1 4399 3352
0 801 2747
0 3615 323
1 4656 3165
0 3127 4780
0 1963 3034
0 4409 2733
0 2742 4446
1 55 4247
0 4234 57
1 3564 2643
1 4728 2980
0 1618 4859
1 1363 792
1 2633 1399
0 937 4930
0 2624 2693
0 2782 2815
0 779 4962
1 2026 2170
1 322 3887
0 2691 909
1 3684 85
0 3399 3227
0 329 4462
1 1661 4388
0 1139 4299
0 804 3831
1 1628 3404
0 2217 1151
0 2785 3502
0 1713 3772
0 2441 2419
0 3777 2458
1 3305 3992
1 3309 810
0 1042 4948
0 2306 3543
0 1336 3976
0 2315 3464
0 3423 1785
0 2328 393
0 1357 2870
1 4242 1087
0 482 1854
0 2357 3098
1 3326 4888
0 2483 71
1 790 4963
1 2908 519
1 1440 101
1 1457 3210
0 1268 1839
0 1882 3148
0 690 4844
0 2839 3548
0 3257 2163
1 1014 4373
1 3825 4329
1 4191 2148
0 3802 974
0 4150 129
1 3571 3802
0 2485 4746
0 1185 1584
1 257 2596
0 2886 401
0 3528 3850
0 4706 3489
1 2214 4532
0 615 2858
0 308 760
0 358 2046
1 874 4782
0 1919 236
0 2046 4255
0 595 1437
0 361 720
1 105 4676
0 3906 4519
1 4924 763
0 3337 3287
0 1995 2425
1 3665 4302
0 2898 51
1 2602 392
1 2913 4507
0 1266 831
0 934 1350
0 588 406
0 511 827
0 244 5
0 3388 523
1 2825 2390
1 2869 1117
0 1103 1720
1 928 1191
1 1482 46
0 3672 3876
0 2199 722
1 1292 2845
0 4146 3879
1 3292 2020
1 394 3934
0 476 2864
0 3622 1051
0 1115 4261
0 1027 2168
0 2315 1733
0 3684 3113
0 1359 3265
1 4642 4230
0 1724 2393
0 4626 1824
0 1726 3729
0 4897 3561
0 1928 4328
0 4885 4120
1 2597 4146
0 2987 2560
1 2204 1123
1 4232 3561
1 2306 3543
0 3497 4773
1 1646 3977
0 4533 3018
1 594 2452
0 1833 2058
0 1277 2358
0 2364 3494
0 3962 3828
0 4921 75
0 56 1938
1 1958 4900
0 1075 4277
1 2598 4969
1 2934 3417
0 350 1567
0 4946 4391
0 4917 3898
0 153 3359
0 4367 1497
0 1516 4749
0 4869 3600
0 4755 1419
0 1324 201
0 631 1676
1 3882 1713
0 630 3402
1 3847 365
1 3743 2043
0 452 945
0 3823 698
0 821 4563
0 151 1106
0 601 3606
0 2399 971
0 2988 1795
0 1996 121
0 4204 2874
0 2572 2481
1 676 4598
1 1487 2290
0 1606 2737
1 1616 3288
0 2094 4857
1 4115 2856
1 3918 2571
1 2438 2537
0 3728 2814
0 4504 2738
0 33 4579
0 1799 201
1 2311 3299
0 4575 1740
0 3011 3395
1 2785 3502
0 2713 943
1 1707 2147
0 4621 3375
0 781 4338
1 289 2372
0 2858 2604
1 3779 1589
0 3439 503
0 3256 370
0 1293 1431
1 2390 3955
1 2121 1328
0 4603 13
0 2028 4909
0 1837 10
0 3885 1267
1 741 1729
1 4150 1662
1 3508 4857
0 2140 360
0 1870 4300
0 476 4035
0 1718 1074
0 4132 3579
0 1032 3162
0 3231 2309
1 798 2351
0 176 3778
1 2990 2750
0 1959 2728
0 3890 2609
0 1805 111
1 2548 3202
0 3482 4054
1 503 4648
1 1969 990
1 3485 2880
0 2335 1887
0 2217 4771
1 705 271
0 4121 1808
1 474 4520
1 3261 1358
1 4184 2123
0 1603 3434
0 3709 2307
1 2026 808
1 3439 503
1 4593 285
0 54 4601
0 133 3948
0 2381 3697
1 3546 4637
0 4893 4658
0 3137 3390
0 167 1081
0 694 2684
0 2713 1254
1 4598 2215
0 2511 3885
0 820 26
1 821 3429
1 4034 3074
0 3040 3645
1 1572 1397
0 1684 4330
1 4201 2827
1 4041 3710
0 3793 4105
0 2303 767
0 492 3755
0 365 1368
0 2302 112
1 3029 2213
1 3265 787
1 3709 2307
1 1363 1322
0 4183 477
0 2400 3135
1 3340 1390
1 2613 4117
0 3882 3500
0 4014 2517
1 3748 3080
1 4861 457
1 3978 4492
1 2362 4354
1 4067 604
0 4534 2850
0 882 1887
0 2173 2038
0 871 3724
0 1151 3338
0 3428 2549
0 3728 4239
0 1149 3061
0 413 4237
0 2652 266
0 2220 4504
1 4381 3022
1 151 594
0 3773 1089
0 1417 1305
0 1942 1378
0 1923 3028
1 839 3203
0 3009 547
0 3478 578
0 2021 598
0 3812 2162
0 4583 4100
0 2314 2114
0 3190 4131
1 3456 3097
0 4454 2213
0 3016 2133
0 2524 259
0 994 2343
0 3143 1764
0 992 933
1 133 3948
0 3394 1227
1 476 4035
1 4709 1238
0 483 3637
1 4463 1893
0 1780 2572
0 330 1617
0 4447 4241
1 4345 247
0 1064 2335
0 2163 4804
0 3475 3896
0 2192 2016
0 3044 2624
0 3850 4480
0 1152 4623
0 3378 3761
0 2898 3183
0 2054 2981
0 2041 4219
0 1995 2177
1 2305 4771
0 2793 3140
1 1815 2550
1 2080 4838
0 1706 3446
0 1787 4527
0 1430 3025
0 747 3839
0 655 2104
1 1255 2110
1 112 443
1 42 436
0 3934 600
0 4810 2689
1 2440 4100
0 4141 916
0 1262 1759
0 622 2614
1 605 145
1 4106 805
1 4154 4225
0 1494 521
0 1283 1374
0 4820 1965
0 2185 2975
0 484 1300
1 539 3118
0 3096 4784
0 4246 3076
1 3986 216
0 2856 1629
0 3063 875
0 1198 3996
0 4862 2135
0 2128 3699
1 913 1314
0 1989 2114
0 2734 3315
0 580 3073
0 565 3089
0 4274 734
0 181 2610
0 652 1536
1 653 2652
0 4395 554
1 1620 1285
1 1032 3162
0 4771 1975
1 1417 1305
0 3771 3326
0 3201 1956
1 3937 3897
0 3748 3514
0 3885 3352
1 598 4858
0 2804 2157
1 2858 2604
1 504 1123
1 2315 1876
0 263 2926
1 1266 831
1 890 4211
0 4132 1249
1 4715 3120
0 1508 4754
0 4060 677
1 187 1338
0 3593 53
1 647 3143
0 2316 1693
1 350 1567
1 4957 366
0 646 4368
0 3641 4797
0 3691 222
1 1020 364
1 430 919
1 225 4596
0 800 4876
0 169 3129
1 3854 1163
0 984 4912
1 936 3202
0 4743 1772
1 2995 2926
0 2759 1817
0 1101 4997
1 1135 1724
1 4222 4604
1 4822 3366
0 4074 4793
0 2674 1193
0 3446 4765
0 508 4112
0 2968 4835
1 163 2864
0 1142 3432
1 2127 2990
0 107 2092
0 2024 1143
1 1180 1580
0 2811 1136
0 3798 174
0 2685 2260
0 3760 279
0 1565 1891
0 4110 4937
0 2902 4053
0 1882 88
1 2589 4198
0 24 1883
0 2185 1157
1 3641 4797
0 402 150
1 1522 738
0 3286 1272
0 1231 2918
0 1592 1337
0 1967 264
0 3167 2889
0 4508 861
1 878 1395
0 4851 3126
1 153 3359
0 3211 2102
1 4934 4312
0 194 3694
1 1789 3705
0 4795 2506
0 2298 3501
0 26 4707
0 4035 1922
1 4223 4963
0 4029 3841
0 570 546
1 2531 3505
0 4138 238
0 4009 4316
0 307 1453
0 2970 375
1 821 4563
1 3796 2169
0 4735 2339
0 113 2812
1 2831 791
0 2870 1414
1 3761 3046
0 3145 236
1 854 3478
0 1772 610
0 4839 3229
0 1590 572
0 4526 3841
0 4837 1852
0 2388 2578
1 3223 17
1 940 4218
0 3830 1651
1 1508 4936
1 1561 1381
0 2011 2956
0 1853 2479
1 4436 2977
1 3231 2309
0 4206 3837
0 1477 465
0 595 4267
0 3159 132
0 1639 995
0 604 3728
0 1467 4629
0 1387 4790
1 2535 4626
0 462 2608
0 3155 81
0 4862 1610
0 3188 2842
1 388 1805
0 824 842
0 294 148
0 4075 1546
1 1788 2031
1 4193 3772
0 2361 1208
0 1162 3407
0 1154 3102
0 3050 629
1 3728 4239
0 3106 2918
1 2399 971
1 2914 3100
0 1932 2838
0 4557 1398
0 4307 304
1 2907 1813
1 2948 4613
1 1738 938
1 4829 1417
0 1363 4172
0 4153 3067
0 3805 4649
0 1615 3140
0 3416 1182
0 2136 3940
1 1633 155
0 2095 104
0 493 150
1 2439 3364
0 730 1984
0 2108 2083
1 781 4338
1 1345 1962
0 1065 392
0 485 894
1 2203 1183
1 3879 118
0 2090 4546
0 247 4864
0 3365 3230
1 507 4799
0 4779 1435
0 3956 4445
0 3830 4673
0 4801 1513
0 1447 3051
1 590 2516
0 3241 475
0 1826 3759
1 263 2926
0 2814 4470
0 3572 3850
0 3527 4897
0 1750 2142
0 1052 3419
0 2467 218
1 54 215
0 1006 571
0 93 436
1 4279 4703
0 4713 4854
0 4106 2849
0 771 2924
0 4586 1617
0 243 4045
1 2207 4690
0 84 3655
1 2898 3183
0 1807 3557
0 2627 2178
0 1019 2194
0 1811 2232
0 4325 2061
0 541 4393
0 112 2906
0 3220 2924
1 3604 756
1 4007 824
0 1900 2068
0 1860 3753
0 3457 2204
0 4993 1103
0 1674 3722
0 1743 3958
0 4484 3947
0 4558 3785
1 4132 2810
0 148 844
0 1309 500
0 3515 1209
1 2777 3630
0 4617 3414
0 1295 3124
1 1088 3869
1 2876 4677
0 3732 3219
0 2045 1859
1 4132 2023
1 188 4491
0 1635 4051
0 1253 2972
1 190 4014
0 4757 4500
1 3009 465
0 3380 952
1 755 2629
0 4505 4703
1 2915 2975
1 1726 3729
0 666 2054
0 3910 1840
0 1305 4387
1 4907 3291
1 2117 4951
0 534 462
0 3723 2391
0 1407 540
0 1316 3377
1 4976 4941
1 1607 750
0 1612 3417
1 1776 554
0 3021 4351
1 1081 2660
0 391 4451
1 3858 4229
0 2594 2151
0 1541 3503
0 1691 1476
0 964 832
0 1722 2513
1 427 4918
0 1681 2889
0 3815 1778
1 2651 4646
0 3775 3113
0 1349 2256
0 1938 2370
0 4942 4977
0 4748 3000
1 2843 656
1 3857 1401
0 1036 495
1 3668 2130
0 977 2225
1 313 4342
0 3243 2098
0 4242 232
0 4134 1524
0 4795 2008
0 4215 4060
0 199 4440
1 3082 905
0 2220 3339
0 1373 2910
1 2207 3004
0 2678 2855
0 3746 1966
1 3365 3230
0 3163 2131
0 645 4616
0 938 3749
1 4472 488
0 1141 2136
0 2240 4047
1 2429 3509
0 4304 3112
0 1279 1585
0 145 3300
1 155 4740
0 3378 2443
0 4760 887
0 4613 2958
1 4425 4209
0 1312 1038
1 2793 3748
0 4850 411
1 4859 286
0 3060 3548
1 2009 2095
0 993 4259
0 1231 1793
0 67 2128
0 1085 159
1 2331 1695
0 3426 2998
0 1152 2156
0 995 1073
1 2180 4798
0 3726 2311
0 102 2456
1 1153 3906
1 3275 4734
1 63 507
1 4134 1524
0 2065 2325
0 3782 166
0 2470 4319
0 1848 1622
0 2946 3187
0 3722 1331
0 3510 3130
0 3270 4191
0 3000 270
1 4954 2349
1 1827 4634
0 4684 3144
1 1324 201
0 959 4746
0 926 2982
0 2048 1695
0 4025 725
0 958 4358
0 672 4603
1 1989 2114
0 3573 2656
0 3407 3250
0 172 513
1 1491 1407
0 2070 3852
1 1795 2370
0 4607 2049
0 2563 1085
1 2655 4072
1 125 2269
0 4462 3766
0 1339 2865
0 3306 1569
0 2896 4780
0 4716 3703
0 356 1731
0 2936 517
1 4426 3239
0 630 986
1 2901 4257
0 747 3747
0 1950 1831
0 4096 1438
1 4275 3611
0 1047 1355
0 4764 4588
1 883 782
1 3156 1824
0 1268 2579
1 4972 1125
0 309 1788
0 166 1925
0 3270 3370
1 2490 2504
0 2521 1462
0 221 4421
0 4713 443
0 601 3681
0 323 1151
0 3368 2313
1 3890 4796
0 1042 586
1 356 1731
0 495 2321
0 4383 4247
0 578 2776
1 488 3836
0 3768 1913
0 987 1907
1 3885 2026
0 3735 1831
0 2890 691
1 82 3700
1 4476 3635
0 3248 4589
0 4600 1122
1 627 1864
1 560 1189
0 2184 3076
0 3681 1147
1 4687 4632
0 3726 1117
1 755 2643
0 2231 2399
1 1641 2543
0 3756 2359
0 1020 3116
0 1440 2056
0 1448 42
0 3950 1614
0 3721 4313
0 1900 6
1 508 4112
0 148 3081
1 1935 675
1 2225 1771
0 2589 2434
0 1407 3806
0 4658 4473
0 4615 4476
0 878 205
0 1032 191
0 4294 3319
0 3201 606
0 3321 2674
0 3726 1076
1 482 1854
0 2185 3241
1 1355 1148
1 1024 3405
0 2448 3884
0 579 3191
1 1100 1752
0 1421 3924
1 3035 2384
0 4826 3515
0 4237 493
1 4069 238
0 1488 2006
0 3986 4851
0 4343 1420
0 1383 853
0 2481 1121
0 359 4705
0 3875 3621
1 3406 173
