3000 6000
0 1495 1653
0 2556 989
1 1183 603
0 2382 2389
1 1106 947
1 1427 1411
1 540 576
0 235 10
1 238 2708
0 2156 2405
0 2780 1578
0 1065 231
0 2013 46
1 23 2552
1 398 1992
0 1731 7
0 331 1049
0 693 83
1 2867 2302
1 2113 255
0 2351 1598
0 643 572
0 37 2762
0 2640 2534
1 2380 2389
0 1571 500
0 2079 952
1 850 128
1 1390 1521
0 1076 1322
0 2256 1526
1 536 1981
0 2879 1946
0 2836 447
1 2489 798
0 2172 1460
0 1760 1646
0 2191 1929
0 385 2109
1 1532 2813
0 1107 119
0 2891 331
0 1609 688
1 235 1375
1 957 1961
1 1290 1549
1 638 1450
1 2747 228
0 35 1494
0 1235 914
0 1724 2484
0 2172 1783
0 62 939
0 2435 2512
0 2140 2005
0 2215 1701
0 1492 535
1 231 1599
0 338 1678
0 2024 2462
0 156 1885
0 2457 1039
0 997 1756
0 1987 760
1 1206 1725
1 89 769
0 637 1850
1 1286 41
0 2551 1494
1 2431 2909
0 2621 2391
0 1017 2259
0 510 2530
1 1605 1360
1 220 2123
0 1092 922
0 1445 1996
0 750 1940
0 387 2984
1 653 2115
0 845 2044
1 75 2821
0 1618 2095
0 299 2116
0 1700 2507
0 946 1775
0 2283 254
1 2935 1713
0 835 2354
0 688 2225
0 245 2375
1 771 980
0 905 2261
0 1738 1670
0 1658 523
0 2538 1605
0 1484 4
0 120 2532
0 1491 2777
1 684 998
1 1026 929
0 1684 2111
0 616 2170
0 1796 1179
0 207 243
0 2735 1046
1 1071 1729
0 578 799
1 1192 457
1 845 2044
0 1266 1164
1 474 2027
1 619 187
0 1654 1060
0 835 56
0 1218 2909
0 1411 2690
0 1317 680
1 2307 2128
1 1212 889
0 111 175
0 870 1833
0 2370 2932
0 386 1643
0 680 1865
0 1082 1379
1 2724 1953
1 2180 1643
1 448 921
0 2512 2561
0 1668 2967
0 1298 2183
1 2730 1680
0 2229 425
0 1266 818
0 615 1266
0 2194 1410
0 1547 838
0 1211 2473
1 1695 2714
1 2263 963
1 733 2135
1 1095 278
1 931 622
1 579 1465
0 1520 892
1 2566 1312
1 2146 833
0 2173 2109
0 101 1513
0 2899 1618
0 2801 1392
1 950 1328
0 2065 2131
0 1471 2634
1 424 393
1 2767 509
0 1324 1165
0 2952 2789
1 1118 2623
0 2564 1242
0 2665 431
0 54 1776
0 1234 1380
0 2389 1253
0 2915 1662
0 1362 768
0 950 1581
0 946 1953
0 1118 892
0 2647 1033
1 1484 4
1 50 511
0 283 2694
1 1907 2026
1 2283 749
0 1465 2218
1 456 1924
1 2063 219
0 2240 1958
0 727 548
1 1491 169
1 1882 2237
0 2971 1615
0 2922 2539
1 513 591
0 2151 599
0 1163 652
1 157 2059
0 2229 2516
0 1111 482
1 2512 2401
1 1945 2784
0 624 1577
0 2958 2079
0 121 2027
0 1275 1106
1 1986 685
0 1963 1604
0 2565 1469
0 388 765
0 2734 2661
0 2320 186
0 325 2057
0 2372 2736
0 1941 486
1 1801 2814
1 311 686
0 1501 2941
0 1757 2141
1 2172 1460
0 1699 1685
0 2933 2920
0 940 1380
1 1128 1980
0 2585 2987
1 484 2709
1 1500 1632
1 820 2127
0 1444 1419
0 2395 2034
0 453 2261
0 1141 1891
0 1449 2473
0 1260 1563
0 1659 179
1 1085 1647
1 1098 886
1 1959 2550
1 19 2280
0 2589 2572
1 124 2911
1 1865 1185
1 300 2592
0 2852 1165
0 1130 1263
0 1870 1379
1 1684 2111
0 2591 1239
0 425 336
0 2977 130
1 703 421
0 1353 1924
0 2087 1173
0 1365 1305
0 2764 1898
0 2959 2485
0 2263 685
0 1054 1099
1 1871 213
1 1234 1380
0 1536 1372
0 761 2966
1 594 711
0 2375 2221
0 1756 1105
1 2841 2496
0 608 2665
0 412 1945
0 1321 102
0 867 2753
1 1002 1134
0 1635 139
1 844 2961
0 880 1092
0 113 1305
1 799 532
0 2684 890
0 1435 1962
0 1487 2803
0 1620 2877
0 868 1574
1 503 877
0 549 708
0 284 2227
0 2863 1843
0 2976 724
0 869 2502
0 289 21
0 2761 1852
0 2509 1486
0 1626 2645
0 1011 1364
0 1981 922
1 1412 747
1 691 543
0 925 37
0 2562 755
1 1967 1154
0 2738 1814
0 1709 2154
0 2620 112
0 1342 1237
0 421 2870
0 152 1730
1 2152 1015
0 665 2055
1 946 1775
1 722 2515
0 2419 1711
0 146 1199
0 1696 625
0 2730 2126
0 2441 2282
0 272 1861
0 1364 1180
1 2756 2646
0 96 2581
0 2285 2643
0 2671 1222
1 2889 689
1 705 1191
0 2430 331
1 1894 1914
0 646 1347
0 937 270
0 1638 1578
1 1832 1189
0 273 252
0 1284 2729
0 2310 168
0 399 1425
0 1443 504
0 2781 1600
0 615 1134
0 1870 624
0 1541 1367
0 745 1892
0 2892 1306
0 109 968
0 1163 1305
1 1542 2629
0 52 1764
0 223 2652
1 1365 1305
1 1008 613
0 607 113
0 616 2204
0 2432 2402
1 2386 2380
0 2891 2299
0 151 524
0 2529 592
0 944 2340
1 1320 2455
1 2892 1306
0 796 2430
1 2798 2535
0 880 2632
0 876 1307
1 2143 1307
0 2029 448
0 252 2527
0 2717 2974
0 1477 2230
1 2692 579
0 2262 2597
0 1320 687
1 2328 1868
1 343 2971
0 2152 1611
1 1293 1812
0 1496 2947
0 797 2813
0 1565 2337
1 2968 2133
0 2702 1531
1 995 2466
0 2373 1713
1 2310 168
0 2648 1844
1 2790 1510
0 1317 1196
1 2509 1924
1 2134 410
0 308 70
0 2854 2897
0 2920 1108
1 799 688
0 2143 726
0 1094 2972
0 1116 2365
1 1157 2131
0 1397 1649
0 619 2822
1 2815 1133
0 675 2231
1 132 202
0 2463 152
0 2856 53
0 602 2016
1 2778 2983
0 1306 1726
0 1547 783
1 1099 559
0 2512 199
0 706 2587
0 180 2805
0 2357 1470
0 2818 1173
0 1478 7
0 1464 2567
0 96 1485
0 2081 2381
0 1760 1327
1 2676 527
0 1602 632
1 1988 1525
0 2317 1033
1 2151 599
0 1288 2249
1 2652 216
0 426 2973
0 1820 472
1 879 1132
0 1374 2425
1 2965 911
0 2713 789
0 2059 2600
0 483 1818
0 2139 1227
1 1428 588
1 1069 1379
0 1076 835
0 311 917
0 88 95
1 1520 892
0 2858 998
1 2152 1611
1 379 1619
0 2036 1399
0 1038 2012
1 1635 139
0 2473 2269
0 2135 428
1 1096 916
1 680 201
0 2747 1604
0 2875 2571
0 205 1615
0 1706 1871
0 2551 2923
0 711 51
0 2139 1751
0 2062 2113
0 1417 1269
0 1410 2779
1 397 2929
0 2013 2231
0 1782 1160
0 1212 66
0 1913 277
0 247 349
0 274 387
1 1116 770
0 2904 195
1 1960 253
0 2649 725
0 1297 950
0 1169 708
1 2670 2926
0 2345 2060
0 1195 2494
0 2759 1299
0 1860 154
1 273 538
0 960 629
1 1363 2442
1 2717 880
0 235 2871
0 2332 433
1 2431 129
0 1241 127
0 1849 586
0 714 1459
1 1870 374
1 2538 1605
0 1707 2242
0 710 783
0 1408 2798
1 2013 926
0 2236 2289
0 1098 2461
0 468 2529
1 2644 1876
0 1362 1201
1 327 941
1 2270 1352
0 1552 1737
1 1933 2288
1 1335 756
0 1557 2583
0 2237 918
0 580 1055
1 2671 1222
0 364 2854
1 2561 1414
0 2105 660
1 1094 429
0 1090 2895
1 1351 2728
0 1145 32
0 2497 1720
0 927 1161
0 1796 861
0 2512 15
0 160 2401
0 2651 2290
0 2821 1128
0 398 23
1 2257 1518
0 1609 1331
0 1111 225
0 2653 937
0 1663 2756
0 1323 1260
0 64 625
0 839 1334
0 2135 771
0 2403 465
0 540 2926
0 2591 167
1 240 2125
0 891 700
0 139 637
0 2978 830
1 2958 2079
1 2501 1349
0 1454 2364
1 1967 1954
0 136 587
0 19 777
1 2002 994
0 288 782
1 2653 937
0 2434 663
1 2551 1494
0 2108 1822
1 2178 993
0 1530 1547
0 326 748
1 2869 2472
1 1902 474
0 1793 2573
1 2320 186
0 1795 2461
1 1325 1641
0 2951 801
1 2429 2642
0 908 1369
0 2161 1257
0 182 2939
1 947 2547
0 52 598
0 221 1411
0 714 1780
0 2437 2805
0 2746 1673
0 2338 2393
0 2993 2427
0 639 2362
0 1201 483
0 2789 2905
0 1239 89
0 227 1428
0 582 872
0 2709 1524
0 2738 2577
1 2215 1377
0 10 1002
0 2423 876
0 2315 1555
0 2708 1271
0 656 2403
1 596 2912
1 2114 2999
0 2762 1435
0 1369 2082
1 1080 2989
0 507 1935
1 2653 1315
0 2408 2539
1 975 2212
0 1882 2367
0 1640 2488
0 1423 995
0 1397 2332
0 2778 111
1 580 1055
0 2481 871
1 2094 1506
0 1628 486
0 2878 2510
0 2948 2928
1 871 2519
0 909 486
1 186 1036
0 1690 1285
0 519 532
0 2554 1483
0 2578 406
0 1703 2101
0 810 1909
1 1131 272
0 278 121
0 2199 2190
1 1187 1743
1 453 1316
0 1811 1196
0 226 1493
1 2073 619
0 536 327
0 1395 362
0 126 1143
0 2379 532
0 1548 1946
1 223 2652
1 252 2527
1 1749 2912
1 19 777
0 1418 2688
0 2949 737
1 605 2847
0 2456 190
0 2420 2079
0 112 2643
0 863 1812
0 1156 704
0 77 1037
0 1561 2475
0 1606 885
0 63 2213
0 1428 1034
0 2445 2
0 1603 930
1 1843 2756
0 528 2096
0 2584 927
0 2303 1231
0 2548 2338
0 161 1690
0 200 2997
0 2097 785
0 1828 1157
0 2712 389
0 2258 2764
0 611 2825
0 2936 907
0 767 1529
0 1180 446
0 637 2217
1 1449 2473
0 1665 2224
0 1808 299
0 1629 1469
0 539 2527
0 1263 367
0 1989 2496
0 1246 1464
0 1184 2171
0 2890 1327
0 87 381
0 1354 1862
1 519 185
0 1030 1630
0 2533 623
1 2948 2928
0 784 1248
0 1919 248
0 549 287
0 661 44
1 2890 1327
1 207 2194
0 1676 2917
0 359 741
0 2737 1526
0 2338 784
0 1026 307
0 1339 1186
1 1964 2896
0 2814 1151
0 399 169
0 206 2455
0 2042 1711
1 1404 2285
0 1384 445
1 2663 252
0 2821 2575
1 1941 486
0 1771 2984
1 112 2643
0 1795 2922
0 607 1650
0 1042 761
1 838 2128
0 1860 1177
1 1306 1484
0 2409 695
0 306 2859
0 2920 322
0 2538 2169
0 2684 640
1 1996 1972
0 618 139
1 613 63
0 2951 2716
0 30 1361
1 880 2632
1 822 2788
0 1147 1442
0 2774 1356
1 1374 318
1 2477 2079
1 1211 2473
1 929 628
0 313 1973
1 1982 524
1 2012 1919
0 2233 2996
1 2087 1173
0 790 2086
0 2284 379
0 2321 1696
1 381 1458
1 2709 1524
0 60 1793
0 565 1407
1 2766 1214
0 1738 2777
0 869 1117
0 916 1371
0 373 1658
0 2813 2295
0 154 837
0 2611 847
0 2129 2827
0 1196 1841
0 2939 453
1 161 26
0 2226 279
1 2420 2079
1 2792 2581
0 1607 1154
1 1635 1896
0 1 1760
1 1600 1233
1 30 1361
0 2007 2536
0 1326 1624
1 585 1355
0 52 520
0 2503 2692
1 2079 952
0 2893 1271
1 1488 660
0 2062 604
0 264 1862
0 1754 2690
0 1976 1416
1 608 2665
0 1021 221
1 192 2467
1 1510 175
0 537 1926
0 2375 2898
0 2399 1366
0 2655 633
0 731 1973
0 616 1323
0 1072 1596
0 2574 343
0 2404 789
1 342 2334
1 1259 1968
0 1483 1962
0 2624 1822
0 465 2646
0 2499 1896
1 2489 2923
0 1868 1869
0 2153 2667
1 2752 2682
0 2043 110
1 609 1164
0 810 51
1 2361 447
0 76 1629
0 1137 585
0 2803 2020
1 2920 1108
0 2187 1940
1 2463 152
0 1696 2892
0 2372 2792
1 67 59
0 1391 1626
0 832 2909
0 8 1482
0 1267 1965
1 271 1154
0 343 2641
0 2448 1998
0 54 2808
0 2156 1863
0 209 799
0 2686 1621
1 1336 412
0 1375 1282
0 1187 2295
1 1236 277
0 1195 351
0 2781 2286
0 2651 2145
1 973 2234
1 625 705
0 1680 2898
0 1210 678
0 1211 1866
0 882 1344
0 2309 1810
0 21 330
0 984 1725
0 1203 1137
1 537 1926
1 943 764
0 2746 1563
0 1560 908
0 765 2951
0 1264 2037
0 658 1811
0 1478 1230
0 1403 2006
1 2258 784
0 2877 836
0 1328 1502
1 2232 1891
0 26 340
0 292 1510
0 2825 2963
1 1806 1164
0 2524 2463
1 754 1970
0 870 2958
0 214 160
0 1019 2481
0 595 2834
0 912 1566
0 30 2006
1 1547 783
0 2587 775
0 226 2841
0 1079 518
1 1011 1364
0 722 311
0 947 2691
1 284 2227
0 2565 2945
1 2754 2983
0 2204 366
1 999 1428
0 2916 962
1 615 1134
1 2524 2463
1 1195 351
0 2232 518
0 658 1761
0 2991 13
0 2033 2872
1 779 1794
0 1492 1125
0 1570 432
0 948 715
1 1721 339
0 2268 2729
1 2156 2405
0 2225 22
0 1438 556
0 1832 523
0 780 2329
0 1304 16
0 2075 874
1 2256 1526
0 699 274
0 2568 766
0 2471 2777
1 1421 103
0 1261 310
0 345 511
0 1170 2015
1 1536 2629
0 438 2167
0 1624 986
1 1295 1797
0 2901 1614
0 2335 1900
0 1000 2130
0 2179 2141
0 2527 1149
0 2138 36
0 1608 438
0 287 669
0 389 2786
0 158 383
0 2180 2656
1 2432 2402
1 664 159
1 1169 708
1 1443 504
1 1509 260
1 1961 1987
1 1082 1379
0 1838 723
0 2153 2793
0 604 685
1 102 1109
1 1070 2317
0 2423 2824
0 1840 1234
0 1929 1972
1 948 2205
0 1176 2125
0 1448 2561
0 2277 2569
1 1145 32
0 336 474
0 969 2220
0 133 2989
0 2106 904
0 702 1788
0 2104 256
1 2153 2667
0 1424 2467
0 779 2075
1 2569 1989
0 337 1075
0 2944 2972
0 1673 40
0 1641 2366
0 168 2697
0 579 2318
0 86 2854
0 1247 2278
0 2762 1991
1 1913 277
0 19 2117
0 759 1262
0 2052 2306
1 214 160
1 2820 939
1 2605 1142
0 1237 1520
0 758 1954
0 2905 2961
0 2651 2311
0 1139 1137
0 1892 115
0 2016 1480
0 645 1842
0 2049 2889
0 2153 1984
0 239 1609
1 2663 2478
0 2190 1023
1 18 1238
0 326 2070
1 1352 248
0 1325 2435
0 47 498
1 2445 2
0 138 1632
1 1195 2494
0 2664 546
0 2270 2062
0 2590 1040
0 1074 2892
1 1552 1737
0 836 324
1 2105 677
1 1590 1552
1 426 2444
0 774 1891
0 507 2285
0 7 2971
0 2603 1038
0 842 18
0 1433 415
1 1571 1534
0 111 89
0 1679 1608
0 1305 670
0 350 256
0 2121 2158
1 1659 179
0 1100 261
1 534 2436
0 2375 1200
0 2557 37
0 2682 2430
0 228 384
0 2853 2323
0 1474 2429
0 1208 2618
1 416 651
0 208 449
0 219 1632
0 1686 733
1 1565 2337
1 810 1909
0 947 2019
0 1182 325
0 2662 2680
1 1730 802
0 529 2822
0 384 267
1 2801 1392
0 2612 2754
1 1210 678
0 500 2683
0 2030 495
1 2236 2289
0 151 2162
0 2609 471
1 1723 1659
0 1506 2908
0 1367 2926
1 1041 2026
1 1861 2737
0 1065 1900
0 2279 1284
0 571 769
0 698 354
0 1064 114
1 2351 1598
1 2978 1591
0 1867 2889
1 1710 2028
1 1647 422
1 1993 189
0 1461 477
1 695 2336
1 1530 1547
0 1371 1050
1 2280 412
0 1077 1420
0 624 1080
0 2012 416
0 2921 1098
0 1459 1550
0 2901 2597
0 544 367
1 2317 1033
1 1938 318
1 1338 1580
0 1650 1090
0 1098 2886
0 1082 2265
0 2870 164
1 1505 2271
0 362 2995
0 1974 1803
1 1134 2300
1 579 386
0 1691 2847
0 1755 1724
1 1629 1469
0 2134 2979
0 114 744
0 1677 2532
0 1179 1470
0 1631 377
0 371 2137
0 2173 505
0 981 163
0 2746 1202
0 1139 1671
0 2737 2334
1 2686 1621
0 2132 185
0 2213 2160
1 2270 2062
0 1216 50
0 924 2986
1 1074 2892
1 1462 1548
1 2197 2
0 1640 33
1 2906 1218
1 209 2741
0 2118 548
0 1145 1098
0 895 657
1 23 245
1 1354 2305
0 939 2003
0 758 519
0 1850 1091
1 1213 2660
0 1745 165
1 1436 1804
0 2360 567
1 2054 1166
1 1478 1230
0 25 2753
1 2980 1360
1 2999 2563
0 2894 1290
0 2938 1227
0 1509 608
0 1601 787
1 2024 2462
0 1165 2508
0 1469 1459
0 1691 2189
0 1981 881
0 1299 2370
0 2005 1179
1 1176 2327
0 12 2777
0 1531 2990
0 2789 2779
1 2519 1516
1 2240 1278
1 1395 362
0 111 188
1 2951 2716
0 1499 1595
0 2942 2967
0 771 860
0 1130 2246
0 1454 1370
1 122 473
0 1059 1761
1 1873 2276
0 1847 761
0 1101 1524
0 758 2239
0 2166 1038
0 2633 1974
0 2265 2967
0 1238 2443
1 1547 838
1 416 608
0 2662 1640
0 659 1386
0 848 2852
0 1641 629
0 2435 144
0 1671 1117
0 1555 1763
0 1847 1480
0 2373 1687
0 2093 2389
0 1167 2706
0 2290 2029
0 2504 2624
0 995 677
0 507 773
0 2123 1940
0 333 366
0 2764 2428
0 1087 2169
0 2361 1717
0 80 2820
0 2899 1709
1 2395 2034
0 2142 2200
1 2651 2290
0 1306 360
0 2343 2691
0 2964 1639
0 2493 1639
0 756 2701
0 588 1474
0 1979 2264
1 198 255
1 2671 2730
0 1340 958
1 1230 1644
1 32 139
0 1798 1838
1 2870 164
0 545 1827
0 404 1207
0 2263 2878
1 1306 360
1 336 474
0 2571 1672
0 2636 619
0 179 1341
1 1353 1924
0 307 1274
1 2590 1040
0 2768 360
1 193 2452
0 660 1398
0 1113 247
0 1204 2889
0 805 2439
0 2667 903
1 619 2822
0 218 2625
0 2204 1771
1 1438 556
0 1134 149
0 1176 233
0 2547 37
0 1052 2559
0 1719 1538
0 2699 932
1 1474 2429
1 2584 2984
0 2236 2951
0 1961 351
0 2551 2080
0 597 2091
1 2539 1061
0 2760 1455
1 395 1416
1 2415 451
0 2131 1324
0 402 2335
0 1742 2183
1 2780 1578
0 907 1520
1 2976 724
0 2355 2625
0 1805 1547
1 247 349
1 2423 2824
0 2328 50
0 537 2444
0 2931 2237
0 681 2836
0 1839 2923
1 369 607
1 2140 2005
0 1950 1235
0 1237 502
0 2353 320
0 1226 1212
0 1784 2979
0 2213 2203
1 1676 2917
0 767 2102
0 380 2444
0 2677 336
0 2556 2589
0 13 1495
0 2631 1695
0 1480 95
1 540 2926
0 536 757
0 1172 1654
0 1929 2917
0 965 1527
0 1590 640
1 1492 1125
0 829 2157
1 1487 2803
1 1590 640
0 2982 2360
0 2207 2214
1 1737 1228
0 1531 2030
1 607 1650
0 1058 491
1 2809 165
1 1367 20
1 876 1092
0 2411 282
1 658 1811
0 1218 2154
1 426 2973
0 2053 289
0 1181 2374
1 536 757
0 169 863
1 909 2514
1 2811 2304
0 1816 1724
1 117 2457
1 77 1037
0 1524 2731
1 156 1885
0 1930 2758
0 1969 491
0 2361 2986
0 657 2340
0 1845 2477
0 2803 1398
0 333 2984
0 1496 57
0 560 1721
0 2299 1303
0 1011 2313
0 402 493
0 1049 622
0 807 1230
1 371 2137
1 50 2293
0 1167 690
0 2087 668
0 43 1898
0 232 1070
1 1077 1420
0 1038 1116
0 701 2948
0 2990 716
0 126 2039
0 1156 260
0 721 2025
1 579 2318
0 114 260
0 700 1361
1 1812 2778
1 2733 461
0 524 1318
1 1069 24
0 1250 893
0 214 21
0 1995 85
1 1749 155
0 227 1969
0 56 2929
0 1674 1934
0 2366 1611
0 1407 1371
1 1180 746
0 1441 269
0 1872 1886
1 2107 2767
0 443 181
0 2921 260
1 118 463
0 2167 2500
1 1847 1480
0 1274 1993
0 1222 425
0 1744 1492
1 1058 491
0 2778 1136
0 2368 647
0 2536 86
0 1135 1773
1 2964 1639
1 1371 2027
0 2547 2685
0 1335 339
1 870 1833
0 2477 646
0 2045 1144
0 2188 351
1 2891 331
0 2014 2410
0 300 2422
1 1021 221
0 2729 736
0 2575 1383
0 254 1319
0 985 937
1 1724 2484
0 2984 381
1 1369 2082
1 625 526
1 519 532
1 917 2298
0 851 2776
0 543 140
1 343 2641
0 1081 1785
0 930 1095
0 2688 2047
1 1618 2095
0 1343 1494
0 2661 576
1 545 2286
0 2124 1373
0 2891 783
1 693 1277
0 984 53
1 1218 2154
0 886 2190
0 2583 2231
0 2814 351
0 2069 2276
1 1164 1092
0 12 1035
1 1770 942
0 1924 2143
0 1389 2933
1 1206 1926
0 2390 2742
1 461 1549
0 1387 2703
0 52 479
0 1691 236
1 598 1690
0 899 1264
1 2106 904
1 511 1527
0 119 2006
0 1949 537
1 226 2841
0 2624 874
1 1691 2847
1 1364 175
0 33 1164
0 1176 908
1 114 744
0 1059 2344
0 607 1212
0 1977 2061
0 1121 2789
0 1681 697
0 2813 1241
1 2519 2610
1 2705 1615
0 410 553
0 2821 1876
1 912 619
0 2913 2914
0 1210 2465
1 1165 2508
1 1442 2300
1 848 2852
0 2897 2056
1 1640 33
1 2852 1709
0 409 1005
0 1892 2204
0 2009 1948
0 1556 2857
0 1201 726
0 860 2853
0 2022 81
1 1156 2775
1 913 2851
0 223 2259
0 2667 1571
0 440 2120
0 859 250
0 477 1576
0 2800 2511
1 2636 619
0 1890 2310
1 2212 1269
0 1484 2581
1 1116 2061
0 2644 2906
0 1043 2986
1 1680 2898
0 721 2563
0 721 2188
1 2648 1844
0 806 1607
0 1971 881
0 133 2809
0 2566 1293
0 1106 1670
0 2509 1123
0 1729 923
1 2229 2516
0 642 2863
0 1417 1199
0 808 284
0 2719 2994
0 933 613
0 2072 2168
0 2216 1710
1 2578 406
0 1883 193
0 2097 998
0 2233 467
0 904 1224
0 2857 2114
0 2763 2128
0 1003 817
0 18 1823
0 2529 1450
0 881 1127
0 1598 720
0 1034 2477
0 2136 1421
0 2139 357
0 2928 1226
0 2946 2972
0 106 607
0 444 339
0 282 1697
0 2832 1456
1 1725 2077
0 2988 557
1 1042 761
1 42 2803
0 1048 1160
1 1691 236
1 1056 1361
0 2138 1721
0 1918 1328
0 1690 2839
0 209 889
1 1201 483
1 758 519
1 2049 2889
1 2116 1528
0 948 1685
0 2349 2847
0 709 2869
0 903 864
0 257 176
0 775 2510
1 2012 416
0 1325 1228
0 2580 967
0 1470 370
0 1983 605
0 2129 1847
0 532 2136
0 2267 793
0 2943 1463
0 14 450
0 1654 83
0 94 333
0 2582 1101
0 1889 614
0 1205 2222
0 1498 2366
1 1022 2468
1 175 1743
0 2324 705
0 1510 746
1 471 2736
0 2128 707
0 1287 1109
0 345 2484
1 1169 1450
0 2459 2538
0 549 2819
0 1978 1421
0 2569 1585
0 2979 469
0 2542 2537
0 579 1163
0 1871 2990
1 1408 2798
1 2762 1991
0 893 1699
0 61 2468
0 2626 694
1 2589 2572
0 2606 2394
1 2635 1874
1 1534 134
0 1044 109
0 1025 832
0 2484 1874
1 287 669
0 451 1162
1 205 1615
0 215 2318
0 359 297
0 2799 346
0 119 1670
0 1257 1952
1 1569 1934
0 977 1747
1 2988 2233
0 2775 298
1 773 1906
0 1682 2725
0 1612 167
0 182 2925
0 2626 2446
0 1413 787
1 1459 1550
0 1116 1678
0 1734 2305
1 2702 1531
0 2978 458
1 2135 771
1 1719 1538
1 2013 663
0 709 1818
0 1371 1758
0 998 2171
0 2618 1138
0 536 728
1 2129 1847
0 356 225
0 2101 2847
0 1140 2130
1 2605 1918
0 419 1283
1 1564 1754
0 1214 2232
0 2081 610
0 1052 252
0 2130 164
1 1321 1221
1 2095 1701
0 869 2028
0 1257 1126
0 1413 2491
0 469 386
0 2834 1184
1 510 2854
1 995 677
0 123 868
1 2715 1170
1 914 2746
0 2844 1067
1 208 449
1 2477 646
0 1599 2175
1 2904 195
0 1290 1494
0 2404 1428
1 411 1841
0 2687 1153
0 1733 2819
1 2925 1394
0 2657 319
0 365 544
0 2148 1912
1 2762 1435
1 752 2543
0 482 979
0 2237 1227
0 1934 1125
1 247 794
0 2086 1388
0 635 2407
0 61 42
0 1812 1900
1 2016 1480
0 1143 498
0 2575 2597
1 557 610
1 1488 2725
0 2679 680
0 1440 1858
0 2571 2965
0 1517 1607
0 1341 556
0 1230 492
0 683 1249
0 1331 1059
0 1996 1918
0 1923 2615
0 11 2839
1 1239 689
0 352 242
0 1303 1526
0 1110 1255
0 995 454
0 2796 16
0 1557 556
0 92 860
0 103 1134
0 2450 2648
0 816 1331
1 1850 1091
0 2256 1753
0 2230 1969
1 344 218
0 507 2555
0 1527 207
1 2781 1600
0 236 497
0 1170 758
1 1344 1393
0 2878 2560
0 1148 2377
0 699 267
0 537 2248
0 2527 1503
1 536 728
1 2314 961
0 189 125
0 2963 984
0 758 2426
1 2944 2972
1 1304 2631
1 410 553
0 1800 2444
0 2459 2859
0 1030 1962
0 385 1101
0 2751 777
0 995 2808
0 1118 42
0 613 2613
0 681 93
1 945 607
0 2463 511
0 1384 1317
0 2582 320
0 2169 344
1 1950 2181
1 331 1049
0 1783 2164
0 1120 1741
1 101 1513
0 2488 1941
0 646 2985
0 2532 2938
0 50 2057
0 2995 2428
0 731 2168
0 2746 1096
0 2077 2949
1 1325 2435
1 1324 1165
0 164 1445
1 2717 2974
0 2296 1837
0 2199 2023
0 1649 1414
0 1203 475
0 2820 965
1 643 1642
0 2666 2493
1 1676 76
0 2556 1195
1 1584 1352
0 2730 1072
1 635 1060
0 2254 1556
0 932 2753
0 1261 738
0 2121 390
0 364 2455
1 749 243
0 2185 2086
0 676 845
1 2688 2974
0 1314 270
1 1174 353
0 451 378
0 2108 585
0 1684 2297
0 1670 950
0 839 2920
1 242 2302
1 398 1527
0 1686 78
0 1525 2151
1 1103 846
1 2562 1894
1 2082 1971
0 757 2160
0 2172 2863
1 211 358
1 2213 2160
1 2213 1222
0 878 1264
0 422 700
0 2051 1344
0 1230 4
0 2936 1846
0 1891 171
0 1130 2615
0 806 2888
0 267 2093
1 507 1935
1 2931 2237
0 2170 1616
0 2006 756
0 713 2261
0 1675 1891
1 2730 1072
1 1362 1201
1 111 188
0 1283 1762
0 1348 469
0 1556 1005
0 2996 1462
0 1693 2662
0 2190 642
0 526 2056
0 2786 1806
0 1619 237
0 1839 2940
0 2192 1673
0 1212 160
0 1420 1547
1 1784 2979
0 2705 2334
0 1297 1760
0 1756 1356
1 404 1414
1 1383 95
0 283 1693
0 1119 2101
0 1799 2210
0 318 2932
0 845 1892
1 2796 16
0 2969 836
1 2778 1136
1 452 1972
0 36 1962
0 954 1849
0 1690 816
0 1735 284
0 1762 1660
0 625 2035
0 394 107
0 2261 2188
0 649 1810
0 2026 2488
1 972 2651
0 2801 1312
1 1165 772
0 955 832
1 805 404
0 2791 1220
0 2853 725
0 1334 717
0 1659 1449
0 130 708
1 42 2318
0 30 791
1 2993 2486
1 1106 1670
0 1677 2446
0 1640 487
0 2432 2655
0 1015 403
1 2734 334
0 2165 1654
1 1381 1276
0 491 363
0 2267 897
0 1783 1963
1 2853 2423
0 1044 121
0 2746 2212
0 1305 135
1 32 1653
0 1325 1850
0 1779 550
0 1182 838
1 2951 801
0 2720 2529
1 2513 1505
0 2015 2556
0 718 1682
1 2816 1068
0 1615 261
1 62 939
1 1463 2638
0 1782 2691
0 877 1039
0 12 923
0 547 207
0 2404 1384
0 510 449
0 472 956
0 2079 2489
0 1569 2302
0 1447 1283
0 2738 124
0 790 2668
1 466 541
1 2123 1940
0 1529 745
0 1860 1910
0 2084 839
0 2151 1302
0 531 457
0 1842 2743
0 690 365
0 1981 2795
0 711 2915
0 1268 2106
0 970 2159
0 1020 1268
0 810 2697
0 296 2627
0 1671 217
0 2840 132
1 1211 907
0 150 756
0 1606 1584
1 2047 2658
0 1013 2754
1 52 520
1 1167 2706
0 2707 1696
0 2457 1451
1 1363 2327
0 1033 766
0 511 537
0 7 1365
0 594 1139
0 899 1160
1 202 413
0 1054 1051
0 873 2790
0 211 2069
1 1598 720
0 1740 1744
0 1805 7
0 950 2141
